,0,1,2,3,4,5,6
269,1,tt0099717,movie,Gumapang ka sa lusak,Mystery,1990,5.0
270,1,tt0099541,movie,False Identity,Mystery,1990,6.0
271,1,tt0099376,movie,Dead Sleep,Mystery,1990,
272,1,tt0099557,movie,Fear,Mystery,1991,3.0
273,1,tt0099085,movie,Back Stab,Mystery,1990,10.0
274,1,tt0099364,movie,The Dark Side of the Moon,Mystery,1990,5.0
275,1,tt0100486,movie,Reversal of Fortune,Mystery,1991,2.0
276,1,tt0099701,movie,The Rift,Mystery,1990,7.0
277,1,tt0100404,movie,Presumed Innocent,Mystery,1990,10.0
278,1,tt0099946,movie,Kodeks molchaniya,Mystery,1991,7.0
279,1,tt0099173,movie,Brain Dead,Mystery,1990,1.0
280,1,tt0098987,movie,The Adventures of Ford Fairlane,Mystery,1990,11.0
281,1,tt0100065,movie,Love at Large,Mystery,1990,3.0
282,1,tt0099123,movie,Bes v rebro,Mystery,1990,12.0
283,1,tt0099394,movie,Deep Sleep,Mystery,1990,5.0
284,1,tt0099007,movie,Al Gatun,Mystery,1990,8.0
285,1,tt0100039,movie,Living to Die,Mystery,1990,12.0
286,1,tt0100069,movie,Lovushka dlya odinokogo muzhchiny,Mystery,1990,12.0
287,1,tt0099710,movie,The Guardian,Mystery,1990,4.0
288,1,tt0099871,movie,Jacob's Ladder,Mystery,1991,2.0
289,1,tt0099385,movie,Death Warrant,Mystery,1990,10.0
290,1,tt0099520,movie,Everybody Wins,Mystery,1990,9.0
291,1,tt0099528,movie,The Exorcist III,Mystery,1991,6.0
292,1,tt0100130,movie,Megaville,Mystery,1990,5.0
293,1,tt0100032,movie,Demqov depi pate,Mystery,1990,5.0
294,1,tt0100970,movie,Siu tau Ah Sing,Mystery,1990,6.0
295,1,tt0098994,movie,"After Dark, My Sweet",Mystery,1990,8.0
296,1,tt0100858,movie,Vidma,Mystery,1990,
297,1,tt0100196,movie,Mountains of the Moon,Mystery,1990,5.0
298,1,tt0100732,movie,Szürkület,Mystery,1991,3.0
299,1,tt0100926,movie,Whispers,Mystery,1990,12.0
300,1,tt0059325,movie,Jahrgang 45,Romance,1990,10.0
301,1,tt0096025,movie,Sailors Don't Cry,Romance,1990,6.0
302,1,tt0097062,movie,"Chyornaya roza - emblema pechali, krasnaya roza - emblema lyubvi",Romance,1990,1.0
303,1,tt0096763,movie,Adultery,Romance,1990,
304,1,tt0097994,movie,Nobody's Perfect,Romance,1991,6.0
305,1,tt0097619,movie,Gat seng gung ziu,Romance,1990,1.0
306,1,tt0096749,movie,Abatjour 2,Romance,1990,
307,1,tt0097106,movie,Conte de printemps,Romance,1991,2.0
308,1,tt0096875,movie,Catchfire,Romance,1990,4.0
309,1,tt0097399,movie,Fuflo,Romance,1990,10.0
310,1,tt0097049,movie,"Chastnyy detektiv, ili operatsiya 'Kooperatsiya'",Romance,1990,11.0
311,1,tt0097405,movie,La fête des pères,Romance,1990,3.0
312,1,tt0099034,movie,L'amour,Romance,1990,7.0
313,1,tt0097851,movie,Mathilukal,Romance,1990,5.0
314,1,tt0097863,movie,Men in Love,Romance,1990,7.0
315,1,tt0097505,movie,High Finance Woman,Romance,1990,
316,1,tt0097884,movie,Milou en mai,Romance,1990,1.0
317,1,tt0099178,movie,Breakfast in Bed,Romance,1990,
318,1,tt0099026,movie,The Ambulance,Romance,1990,10.0
319,1,tt0100400,movie,Pozegnanie jesieni,Romance,1990,9.0
320,1,tt0099688,movie,Gorzka milosc,Romance,1990,5.0
321,1,tt0099053,movie,Archangel,Romance,1990,9.0
322,1,tt0099449,movie,"Don Juan, mi querido fantasma",Romance,1990,8.0
323,1,tt0099623,movie,Funny About Love,Romance,1990,9.0
324,1,tt0099234,movie,Caídos del cielo,Romance,1991,3.0
325,1,tt0099323,movie,The Crossing,Romance,1990,10.0
326,1,tt0100222,movie,Naked Tango,Romance,1991,9.0
327,1,tt0099450,movie,Don't Tell Her It's Me,Romance,1991,9.0
328,1,tt0100277,movie,Nuit d'été en ville,Romance,1991,8.0
329,1,tt0099011,movie,Alcune signore per bene,Romance,1990,
330,1,tt0099406,movie,La désenchantée,Romance,1990,10.0
331,1,tt0099436,movie,La discrète,Romance,1990,11.0
332,1,tt0100329,movie,Papashka i mem,Romance,1995,9.0
333,1,tt0100388,movie,Porno,Romance,1990,1.0
334,1,tt0100435,movie,Pummarò,Romance,1990,9.0
335,1,tt0100437,movie,Punch the Clock,Romance,1990,
336,1,tt0100343,movie,Peacemaker,Romance,1991,2.0
337,1,tt0100405,movie,Pretty Woman,Romance,1990,7.0
338,1,tt0100545,movie,San ren xin shi jie,Romance,1990,1.0
339,1,tt0100440,movie,La putain du roi,Romance,1990,11.0
340,1,tt0100512,movie,Romeo.Juliet,Romance,1992,6.0
341,1,tt0099250,movie,Chicago Joe and the Showgirl,Romance,1990,3.0
342,1,tt0100485,movie,Revenge,Romance,1990,9.0
343,1,tt0100650,movie,Il sole anche di notte,Romance,1990,5.0
344,1,tt0099422,movie,Dick Tracy,Romance,1990,10.0
345,1,tt0100534,movie,Räpsy & Dolly eli Pariisi odottaa,Romance,1990,2.0
346,1,tt0098588,movie,Verbotene Liebe,Romance,1990,4.0
347,1,tt0099429,movie,Dil,Romance,1990,6.0
348,1,tt0100539,movie,Sailaab,Romance,1990,8.0
349,1,tt0100680,movie,Stanley & Iris,Romance,1990,5.0
350,1,tt0075259,movie,Spy Story,Thriller,1990,3.0
351,1,tt0094004,movie,Soldier of Fortune,Thriller,1990,4.0
352,1,tt0093662,movie,Object of Desire,Thriller,1990,
353,1,tt0094666,movie,Any Man's Death,Thriller,1990,5.0
354,1,tt0094857,movie,Chi se da feng bao,Thriller,1990,3.0
355,1,tt0095840,movie,Payback,Thriller,1990,4.0
356,1,tt0096177,movie,Still Life,Thriller,1990,11.0
357,1,tt0096513,movie,Jui gaai chak paak dong,Thriller,1990,3.0
358,1,tt0096954,movie,Bloodmoon,Thriller,1990,3.0
359,1,tt0096811,movie,An le zhan chang,Thriller,1990,1.0
360,1,tt0097573,movie,In the Cold of the Night,Thriller,1990,12.0
361,1,tt0098100,movie,The Platinum Triangle,Thriller,1990,3.0
362,1,tt0098136,movie,Prom Night III: The Last Kiss,Thriller,1990,11.0
363,1,tt0096875,movie,Catchfire,Thriller,1990,4.0
364,1,tt0096995,movie,Burndown,Thriller,1990,5.0
365,1,tt0098172,movie,Reason to Die,Thriller,1990,2.0
366,1,tt0099044,movie,Another 48 Hrs.,Thriller,1990,8.0
367,1,tt0099180,movie,Bride of Re-Animator,Thriller,1990,7.0
368,1,tt0097259,movie,Easy Kill,Thriller,1990,4.0
369,1,tt0099253,movie,Child's Play 2,Thriller,1990,11.0
370,1,tt0097850,movie,¡Maten a Chinto!,Thriller,1990,5.0
371,1,tt0098199,movie,The Revenger,Thriller,1990,7.0
372,1,tt0097184,movie,Demonstone,Thriller,1990,2.0
373,1,tt0098043,movie,"Out of Sight, Out of Mind",Thriller,1990,6.0
374,1,tt0098375,movie,Spontaneous Combustion,Thriller,1990,2.0
375,1,tt0099026,movie,The Ambulance,Thriller,1990,10.0
376,1,tt0099426,movie,Dip huet gai tau,Thriller,1990,8.0
377,1,tt0100317,movie,Overexposed,Thriller,1990,3.0
378,1,tt0099817,movie,Dark Angel,Thriller,1990,9.0
379,1,tt0100232,movie,Navy Seals,Thriller,1991,1.0
380,1,tt0099441,movie,Disturbed,Thriller,1990,11.0
381,1,tt0099834,movie,In Too Deep,Thriller,1990,1.0
382,1,tt0099399,movie,Delta Force 2: The Colombian Connection,Thriller,1990,9.0
383,1,tt0100206,movie,Murder by Numbers,Thriller,1990,
384,1,tt0099402,movie,Den lyubvi,Thriller,1990,
385,1,tt0099261,movie,Chinatown Connection,Thriller,1990,7.0
386,1,tt0099850,movie,Internal Affairs,Thriller,1990,4.0
387,1,tt0100224,movie,Narrow Margin,Thriller,1991,1.0
388,1,tt0100251,movie,Night Eyes,Thriller,1990,9.0
389,1,tt0100373,movie,Playroom,Thriller,1990,8.0
390,1,tt0100304,movie,Orao,Thriller,1990,6.0
391,1,tt0100263,movie,Nikita,Thriller,1991,6.0
392,1,tt0100384,movie,Police Public,Thriller,1990,5.0
393,1,tt0100343,movie,Peacemaker,Thriller,1991,2.0
394,1,tt0097910,movie,Moon 44,Thriller,1990,2.0
395,1,tt0099832,movie,Impulse,Thriller,1990,6.0
396,1,tt0100318,movie,Pacific Heights,Thriller,1991,1.0
397,1,tt0099430,movie,Dimenticare Palermo,Thriller,1990,2.0
398,1,tt0100602,movie,A Shock to the System,Thriller,1990,3.0
399,1,tt0100705,movie,Street Asylum,Thriller,1990,6.0
400,1,tt0093646,short,Nonstop,Drama,1990,2.0
401,1,tt0096107,short,Seven Days a Week - CITY LIFE - Warsaw,Drama,1990,1.0
402,1,tt0097970,short,Night Cries: A Rural Tragedy,Drama,1990,9.0
403,1,tt0098268,short,Schwarze Sünde,Drama,1990,4.0
404,1,tt0099224,short,Carnaval,Drama,1990,
405,1,tt0100374,short,"Plead Guilty, Get a Bond",Drama,1990,
406,1,tt0100321,short,Palabras de mujer,Drama,1990,
407,1,tt0100459,short,O Rapaz do Tambor,Drama,1990,
408,1,tt0100409,short,The Prince and the Pauper,Drama,1990,11.0
409,1,tt0099466,short,Dreams of Love,Drama,1990,
410,1,tt0100335,short,Pas de deux,Drama,1990,
411,1,tt0099861,short,A Ilha,Drama,1990,
412,1,tt0100458,short,Ransom,Drama,1990,
